path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path,mask_path
/n/fs/visualai-scr/Data/HAT2/seg/smoking/-3D9cHBM4bo_000027_000037,/n/fs/visualai-scr/Data/HAT2/original/smoking/-3D9cHBM4bo_000027_000037,/n/fs/visualai-scr/Data/HAT2/inpaint/surfing water/5fUrrz4SMmM_000082_000092,/n/fs/visualai-scr/Data/HAT2/original/surfing water/5fUrrz4SMmM_000082_000092,300,300,smoking,surfing water,-3D9cHBM4bo,27,37,5fUrrz4SMmM,82,92,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001810_smoking_to_surfing water_-3D9cHBM4bo_000027_000037_bg_5fUrrz4SMmM_000082_000092,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001810_smoking_to_surfing water_-3D9cHBM4bo_000027_000037_bg_5fUrrz4SMmM_000082_000092,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001810_smoking_to_surfing water_-3D9cHBM4bo_000027_000037_bg_5fUrrz4SMmM_000082_000092/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001810_smoking_to_surfing water_-3D9cHBM4bo_000027_000037_bg_5fUrrz4SMmM_000082_000092
/n/fs/visualai-scr/Data/HAT2/seg/dunking basketball/neaZr67KMXE_000035_000045,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/neaZr67KMXE_000035_000045,/n/fs/visualai-scr/Data/HAT2/inpaint/hitting baseball/3USSmzO001k_000058_000068,/n/fs/visualai-scr/Data/HAT2/original/hitting baseball/3USSmzO001k_000058_000068,300,300,dunking basketball,hitting baseball,neaZr67KMXE,35,45,3USSmzO001k,58,68,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001814_dunking basketball_to_hitting baseball_neaZr67KMXE_000035_000045_bg_3USSmzO001k_000058_000068,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001814_dunking basketball_to_hitting baseball_neaZr67KMXE_000035_000045_bg_3USSmzO001k_000058_000068,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001814_dunking basketball_to_hitting baseball_neaZr67KMXE_000035_000045_bg_3USSmzO001k_000058_000068/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001814_dunking basketball_to_hitting baseball_neaZr67KMXE_000035_000045_bg_3USSmzO001k_000058_000068
/n/fs/visualai-scr/Data/HAT2/seg/hurdling/HeHaCIdpRdo_000006_000016,/n/fs/visualai-scr/Data/HAT2/original/hurdling/HeHaCIdpRdo_000006_000016,/n/fs/visualai-scr/Data/HAT2/inpaint/juggling soccer ball/KzzvFv2p2vI_000036_000046,/n/fs/visualai-scr/Data/HAT2/original/juggling soccer ball/KzzvFv2p2vI_000036_000046,178,301,hurdling,juggling soccer ball,HeHaCIdpRdo,6,16,KzzvFv2p2vI,36,46,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001878_hurdling_to_juggling soccer ball_HeHaCIdpRdo_000006_000016_bg_KzzvFv2p2vI_000036_000046,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001878_hurdling_to_juggling soccer ball_HeHaCIdpRdo_000006_000016_bg_KzzvFv2p2vI_000036_000046,"[{'class': 'bird', 'confidence': 0.7831493020057678, 'bbox': [197.7545928955078, 437.4917907714844, 312.5438232421875, 591.9141845703125]}, {'class': 'frisbee', 'confidence': 0.307812362909317, 'bbox': [194.74343872070312, 118.95413970947266, 218.74295043945312, 168.33717346191406]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001878_hurdling_to_juggling soccer ball_HeHaCIdpRdo_000006_000016_bg_KzzvFv2p2vI_000036_000046/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001878_hurdling_to_juggling soccer ball_HeHaCIdpRdo_000006_000016_bg_KzzvFv2p2vI_000036_000046
/n/fs/visualai-scr/Data/HAT2/seg/skiing (not slalom or crosscountry)/bKM3pS6y2iU_000032_000042,/n/fs/visualai-scr/Data/HAT2/original/skiing (not slalom or crosscountry)/bKM3pS6y2iU_000032_000042,/n/fs/visualai-scr/Data/HAT2/inpaint/playing saxophone/ymeIZj6pE-A_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/playing saxophone/ymeIZj6pE-A_000001_000011,300,300,skiing (not slalom or crosscountry),playing saxophone,bKM3pS6y2iU,32,42,ymeIZj6pE-A,1,11,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001926_skiing (not slalom or crosscountry)_to_playing saxophone_bKM3pS6y2iU_000032_000042_bg_ymeIZj6pE-A_000001_000011,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001926_skiing (not slalom or crosscountry)_to_playing saxophone_bKM3pS6y2iU_000032_000042_bg_ymeIZj6pE-A_000001_000011,"[{'class': 'chair', 'confidence': 0.7946566939353943, 'bbox': [87.839111328125, 65.562255859375, 172.5367431640625, 227.76385498046875]}, {'class': 'book', 'confidence': 0.36185044050216675, 'bbox': [5.2057647705078125, 256.60791015625, 139.10726928710938, 298.4228515625]}, {'class': 'bowl', 'confidence': 0.3074747622013092, 'bbox': [0.7818374633789062, 77.33615112304688, 47.67072296142578, 104.61505126953125]}, {'class': 'cat', 'confidence': 0.2544541358947754, 'bbox': [146.7657470703125, 168.55410766601562, 311.53411865234375, 272.007568359375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001926_skiing (not slalom or crosscountry)_to_playing saxophone_bKM3pS6y2iU_000032_000042_bg_ymeIZj6pE-A_000001_000011/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001926_skiing (not slalom or crosscountry)_to_playing saxophone_bKM3pS6y2iU_000032_000042_bg_ymeIZj6pE-A_000001_000011
/n/fs/visualai-scr/Data/HAT2/seg/playing saxophone/TpoL20ZVZE4_000204_000214,/n/fs/visualai-scr/Data/HAT2/original/playing saxophone/TpoL20ZVZE4_000204_000214,/n/fs/visualai-scr/Data/HAT2/inpaint/reading book/KurBYv9Hi6s_000028_000038,/n/fs/visualai-scr/Data/HAT2/original/reading book/KurBYv9Hi6s_000028_000038,300,300,playing saxophone,reading book,TpoL20ZVZE4,204,214,KurBYv9Hi6s,28,38,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001930_playing saxophone_to_reading book_TpoL20ZVZE4_000204_000214_bg_KurBYv9Hi6s_000028_000038,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001930_playing saxophone_to_reading book_TpoL20ZVZE4_000204_000214_bg_KurBYv9Hi6s_000028_000038,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001930_playing saxophone_to_reading book_TpoL20ZVZE4_000204_000214_bg_KurBYv9Hi6s_000028_000038/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001930_playing saxophone_to_reading book_TpoL20ZVZE4_000204_000214_bg_KurBYv9Hi6s_000028_000038
/n/fs/visualai-scr/Data/HAT2/seg/playing trumpet/k4wYU7PZuPY_000029_000039,/n/fs/visualai-scr/Data/HAT2/original/playing trumpet/k4wYU7PZuPY_000029_000039,/n/fs/visualai-scr/Data/HAT2/inpaint/brushing hair/Dt0O8uruyMI_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/brushing hair/Dt0O8uruyMI_000000_000010,159,300,playing trumpet,brushing hair,k4wYU7PZuPY,29,39,Dt0O8uruyMI,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002066_playing trumpet_to_brushing hair_k4wYU7PZuPY_000029_000039_bg_Dt0O8uruyMI_000000_000010,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002066_playing trumpet_to_brushing hair_k4wYU7PZuPY_000029_000039_bg_Dt0O8uruyMI_000000_000010,"[{'class': 'dog', 'confidence': 0.4328474998474121, 'bbox': [129.95413208007812, 122.02537536621094, 311.5592956542969, 359.42144775390625]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002066_playing trumpet_to_brushing hair_k4wYU7PZuPY_000029_000039_bg_Dt0O8uruyMI_000000_000010/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002066_playing trumpet_to_brushing hair_k4wYU7PZuPY_000029_000039_bg_Dt0O8uruyMI_000000_000010
/n/fs/visualai-scr/Data/HAT2/seg/archery/cIyLDvGWT6I_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/archery/cIyLDvGWT6I_000001_000011,/n/fs/visualai-scr/Data/HAT2/inpaint/playing tennis/XqC5n_zyCic_000077_000087,/n/fs/visualai-scr/Data/HAT2/original/playing tennis/XqC5n_zyCic_000077_000087,300,300,archery,playing tennis,cIyLDvGWT6I,1,11,XqC5n_zyCic,77,87,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002074_archery_to_playing tennis_cIyLDvGWT6I_000001_000011_bg_XqC5n_zyCic_000077_000087,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002074_archery_to_playing tennis_cIyLDvGWT6I_000001_000011_bg_XqC5n_zyCic_000077_000087,"[{'class': 'bird', 'confidence': 0.8646507263183594, 'bbox': [422.8668212890625, 432.8527526855469, 672.134033203125, 715.794189453125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002074_archery_to_playing tennis_cIyLDvGWT6I_000001_000011_bg_XqC5n_zyCic_000077_000087/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002074_archery_to_playing tennis_cIyLDvGWT6I_000001_000011_bg_XqC5n_zyCic_000077_000087
/n/fs/visualai-scr/Data/HAT2/seg/smoking/Yv0w8FvXQ-w_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/smoking/Yv0w8FvXQ-w_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/canoeing or kayaking/1tuNr4Th22I_000055_000065,/n/fs/visualai-scr/Data/HAT2/original/canoeing or kayaking/1tuNr4Th22I_000055_000065,300,300,smoking,canoeing or kayaking,Yv0w8FvXQ-w,0,10,1tuNr4Th22I,55,65,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002082_smoking_to_canoeing or kayaking_Yv0w8FvXQ-w_000000_000010_bg_1tuNr4Th22I_000055_000065,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002082_smoking_to_canoeing or kayaking_Yv0w8FvXQ-w_000000_000010_bg_1tuNr4Th22I_000055_000065,"[{'class': 'boat', 'confidence': 0.3106359541416168, 'bbox': [118.2576675415039, 124.84037780761719, 176.12747192382812, 145.52235412597656]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002082_smoking_to_canoeing or kayaking_Yv0w8FvXQ-w_000000_000010_bg_1tuNr4Th22I_000055_000065/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002082_smoking_to_canoeing or kayaking_Yv0w8FvXQ-w_000000_000010_bg_1tuNr4Th22I_000055_000065
/n/fs/visualai-scr/Data/HAT2/seg/shooting basketball/1QLfHktbKkQ_000004_000014,/n/fs/visualai-scr/Data/HAT2/original/shooting basketball/1QLfHktbKkQ_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/driving car/xcxcGeFv0i0_000136_000146,/n/fs/visualai-scr/Data/HAT2/original/driving car/xcxcGeFv0i0_000136_000146,300,300,shooting basketball,driving car,1QLfHktbKkQ,4,14,xcxcGeFv0i0,136,146,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002102_shooting basketball_to_driving car_1QLfHktbKkQ_000004_000014_bg_xcxcGeFv0i0_000136_000146,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002102_shooting basketball_to_driving car_1QLfHktbKkQ_000004_000014_bg_xcxcGeFv0i0_000136_000146,"[{'class': 'car', 'confidence': 0.28466612100601196, 'bbox': [0.2665557861328125, 15.356117248535156, 441.95928955078125, 358.9367370605469]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002102_shooting basketball_to_driving car_1QLfHktbKkQ_000004_000014_bg_xcxcGeFv0i0_000136_000146/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002102_shooting basketball_to_driving car_1QLfHktbKkQ_000004_000014_bg_xcxcGeFv0i0_000136_000146
/n/fs/visualai-scr/Data/HAT2/seg/playing volleyball/AAB667vHVnc_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/playing volleyball/AAB667vHVnc_000005_000015,/n/fs/visualai-scr/Data/HAT2/inpaint/opening bottle/qkeWHzb6U-I_000121_000131,/n/fs/visualai-scr/Data/HAT2/original/opening bottle/qkeWHzb6U-I_000121_000131,300,300,playing volleyball,opening bottle,AAB667vHVnc,5,15,qkeWHzb6U-I,121,131,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002110_playing volleyball_to_opening bottle_AAB667vHVnc_000005_000015_bg_qkeWHzb6U-I_000121_000131,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002110_playing volleyball_to_opening bottle_AAB667vHVnc_000005_000015_bg_qkeWHzb6U-I_000121_000131,"[{'class': 'bottle', 'confidence': 0.4190455973148346, 'bbox': [362.73358154296875, 95.97322082519531, 390.7663879394531, 194.11024475097656]}, {'class': 'dog', 'confidence': 0.41843628883361816, 'bbox': [129.79144287109375, 162.4850616455078, 294.0504150390625, 359.5622863769531]}, {'class': 'book', 'confidence': 0.3427582085132599, 'bbox': [351.1788330078125, 190.53018188476562, 455.46417236328125, 240.9199676513672]}, {'class': 'dog', 'confidence': 0.2787910997867584, 'bbox': [130.0162353515625, 162.33419799804688, 230.4939422607422, 359.7330627441406]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002110_playing volleyball_to_opening bottle_AAB667vHVnc_000005_000015_bg_qkeWHzb6U-I_000121_000131/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002110_playing volleyball_to_opening bottle_AAB667vHVnc_000005_000015_bg_qkeWHzb6U-I_000121_000131
/n/fs/visualai-scr/Data/HAT2/seg/dunking basketball/w7ZRJ7JNJrQ_000009_000019,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/w7ZRJ7JNJrQ_000009_000019,/n/fs/visualai-scr/Data/HAT2/inpaint/shooting basketball/xvU1Zt_P97Q_000066_000076,/n/fs/visualai-scr/Data/HAT2/original/shooting basketball/xvU1Zt_P97Q_000066_000076,300,300,dunking basketball,shooting basketball,w7ZRJ7JNJrQ,9,19,xvU1Zt_P97Q,66,76,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002118_dunking basketball_to_shooting basketball_w7ZRJ7JNJrQ_000009_000019_bg_xvU1Zt_P97Q_000066_000076,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002118_dunking basketball_to_shooting basketball_w7ZRJ7JNJrQ_000009_000019_bg_xvU1Zt_P97Q_000066_000076,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002118_dunking basketball_to_shooting basketball_w7ZRJ7JNJrQ_000009_000019_bg_xvU1Zt_P97Q_000066_000076/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002118_dunking basketball_to_shooting basketball_w7ZRJ7JNJrQ_000009_000019_bg_xvU1Zt_P97Q_000066_000076
/n/fs/visualai-scr/Data/HAT2/seg/shooting goal (soccer)/sY0ZiU6FFas_000006_000016,/n/fs/visualai-scr/Data/HAT2/original/shooting goal (soccer)/sY0ZiU6FFas_000006_000016,/n/fs/visualai-scr/Data/HAT2/inpaint/skiing slalom/yhZCJEr4x1w_000050_000060,/n/fs/visualai-scr/Data/HAT2/original/skiing slalom/yhZCJEr4x1w_000050_000060,300,300,shooting goal (soccer),skiing slalom,sY0ZiU6FFas,6,16,yhZCJEr4x1w,50,60,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002194_shooting goal (soccer)_to_skiing slalom_sY0ZiU6FFas_000006_000016_bg_yhZCJEr4x1w_000050_000060,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002194_shooting goal (soccer)_to_skiing slalom_sY0ZiU6FFas_000006_000016_bg_yhZCJEr4x1w_000050_000060,"[{'class': 'airplane', 'confidence': 0.6673223972320557, 'bbox': [358.31024169921875, 421.8791809082031, 889.3777465820312, 607.564453125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002194_shooting goal (soccer)_to_skiing slalom_sY0ZiU6FFas_000006_000016_bg_yhZCJEr4x1w_000050_000060/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002194_shooting goal (soccer)_to_skiing slalom_sY0ZiU6FFas_000006_000016_bg_yhZCJEr4x1w_000050_000060
/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/FS6PGrmnylo_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/FS6PGrmnylo_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/skiing slalom/0SmOlvfSzoI_000095_000105,/n/fs/visualai-scr/Data/HAT2/original/skiing slalom/0SmOlvfSzoI_000095_000105,300,300,catching or throwing frisbee,skiing slalom,FS6PGrmnylo,2,12,0SmOlvfSzoI,95,105,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002198_catching or throwing frisbee_to_skiing slalom_FS6PGrmnylo_000002_000012_bg_0SmOlvfSzoI_000095_000105,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002198_catching or throwing frisbee_to_skiing slalom_FS6PGrmnylo_000002_000012_bg_0SmOlvfSzoI_000095_000105,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002198_catching or throwing frisbee_to_skiing slalom_FS6PGrmnylo_000002_000012_bg_0SmOlvfSzoI_000095_000105/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002198_catching or throwing frisbee_to_skiing slalom_FS6PGrmnylo_000002_000012_bg_0SmOlvfSzoI_000095_000105
/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/FS6PGrmnylo_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/FS6PGrmnylo_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/flying kite/8IRYUWc1dn0_000193_000203,/n/fs/visualai-scr/Data/HAT2/original/flying kite/8IRYUWc1dn0_000193_000203,300,300,catching or throwing frisbee,flying kite,FS6PGrmnylo,2,12,8IRYUWc1dn0,193,203,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002218_catching or throwing frisbee_to_flying kite_FS6PGrmnylo_000002_000012_bg_8IRYUWc1dn0_000193_000203,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002218_catching or throwing frisbee_to_flying kite_FS6PGrmnylo_000002_000012_bg_8IRYUWc1dn0_000193_000203,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002218_catching or throwing frisbee_to_flying kite_FS6PGrmnylo_000002_000012_bg_8IRYUWc1dn0_000193_000203/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002218_catching or throwing frisbee_to_flying kite_FS6PGrmnylo_000002_000012_bg_8IRYUWc1dn0_000193_000203
/n/fs/visualai-scr/Data/HAT2/seg/playing bass guitar/0Pdt1UFwVn4_000371_000381,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/0Pdt1UFwVn4_000371_000381,/n/fs/visualai-scr/Data/HAT2/inpaint/eating cake/RFhLYmk9Lxg_000010_000020,/n/fs/visualai-scr/Data/HAT2/original/eating cake/RFhLYmk9Lxg_000010_000020,300,300,playing bass guitar,eating cake,0Pdt1UFwVn4,371,381,RFhLYmk9Lxg,10,20,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002234_playing bass guitar_to_eating cake_0Pdt1UFwVn4_000371_000381_bg_RFhLYmk9Lxg_000010_000020,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002234_playing bass guitar_to_eating cake_0Pdt1UFwVn4_000371_000381_bg_RFhLYmk9Lxg_000010_000020,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002234_playing bass guitar_to_eating cake_0Pdt1UFwVn4_000371_000381_bg_RFhLYmk9Lxg_000010_000020/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002234_playing bass guitar_to_eating cake_0Pdt1UFwVn4_000371_000381_bg_RFhLYmk9Lxg_000010_000020
/n/fs/visualai-scr/Data/HAT2/seg/shooting goal (soccer)/zNiy_rf_m4Y_000057_000067,/n/fs/visualai-scr/Data/HAT2/original/shooting goal (soccer)/zNiy_rf_m4Y_000057_000067,/n/fs/visualai-scr/Data/HAT2/inpaint/climbing a rope/M2anYJApuvQ_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/climbing a rope/M2anYJApuvQ_000000_000010,300,300,shooting goal (soccer),climbing a rope,zNiy_rf_m4Y,57,67,M2anYJApuvQ,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002250_shooting goal (soccer)_to_climbing a rope_zNiy_rf_m4Y_000057_000067_bg_M2anYJApuvQ_000000_000010,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002250_shooting goal (soccer)_to_climbing a rope_zNiy_rf_m4Y_000057_000067_bg_M2anYJApuvQ_000000_000010,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002250_shooting goal (soccer)_to_climbing a rope_zNiy_rf_m4Y_000057_000067_bg_M2anYJApuvQ_000000_000010/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002250_shooting goal (soccer)_to_climbing a rope_zNiy_rf_m4Y_000057_000067_bg_M2anYJApuvQ_000000_000010
/n/fs/visualai-scr/Data/HAT2/seg/surfing water/zqsBshg9764_000004_000014,/n/fs/visualai-scr/Data/HAT2/original/surfing water/zqsBshg9764_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/dunking basketball/Epm2c6l1Md8_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/Epm2c6l1Md8_000002_000012,168,300,surfing water,dunking basketball,zqsBshg9764,4,14,Epm2c6l1Md8,2,12,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002306_surfing water_to_dunking basketball_zqsBshg9764_000004_000014_bg_Epm2c6l1Md8_000002_000012,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002306_surfing water_to_dunking basketball_zqsBshg9764_000004_000014_bg_Epm2c6l1Md8_000002_000012,"[{'class': 'clock', 'confidence': 0.3267359435558319, 'bbox': [91.1558837890625, 118.08430480957031, 169.069580078125, 207.42311096191406]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002306_surfing water_to_dunking basketball_zqsBshg9764_000004_000014_bg_Epm2c6l1Md8_000002_000012/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002306_surfing water_to_dunking basketball_zqsBshg9764_000004_000014_bg_Epm2c6l1Md8_000002_000012
