path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path
/n/fs/visualai-scr/Data/HAT2/seg/walking the dog/cRfZ47hAAaU_000028_000038,/n/fs/visualai-scr/Data/HAT2/original/walking the dog/cRfZ47hAAaU_000028_000038,/n/fs/visualai-scr/Data/HAT2/inpaint/sword fighting/6yG62_4m-hs_000012_000022,/n/fs/visualai-scr/Data/HAT2/original/sword fighting/6yG62_4m-hs_000012_000022,300,300,walking the dog,sword fighting,cRfZ47hAAaU,28,38,6yG62_4m-hs,12,22,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001690_walking the dog_to_sword fighting_cRfZ47hAAaU_000028_000038_bg_6yG62_4m-hs_000012_000022,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001690_walking the dog_to_sword fighting_cRfZ47hAAaU_28_38_bg_6yG62_4m-hs_12_22,"[{'class': 'person', 'confidence': 0.8914189338684082, 'bbox': [590.4937744140625, 2.281341552734375, 775.0850830078125, 447.3905029296875]}]",dataset/segmented_action_swap/sample_001690_walking the dog_to_sword fighting_cRfZ47hAAaU_28_38_bg_6yG62_4m-hs_12_22/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/golf driving/VElrGmw_YXA_000079_000089,/n/fs/visualai-scr/Data/HAT2/original/golf driving/VElrGmw_YXA_000079_000089,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/0ZmrdX0DFMA_000169_000179,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/0ZmrdX0DFMA_000169_000179,300,300,golf driving,catching or throwing frisbee,VElrGmw_YXA,79,89,0ZmrdX0DFMA,169,179,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001691_golf driving_to_catching or throwing frisbee_VElrGmw_YXA_000079_000089_bg_0ZmrdX0DFMA_000169_000179,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001691_golf driving_to_catching or throwing frisbee_VElrGmw_YXA_79_89_bg_0ZmrdX0DFMA_169_179,"[{'class': 'person', 'confidence': 0.8453491926193237, 'bbox': [140.9257049560547, 68.2955322265625, 228.29818725585938, 317.6160888671875]}, {'class': 'chair', 'confidence': 0.6540890336036682, 'bbox': [391.7761535644531, 207.10841369628906, 530.8956909179688, 357.0144958496094]}]",dataset/segmented_action_swap/sample_001691_golf driving_to_catching or throwing frisbee_VElrGmw_YXA_79_89_bg_0ZmrdX0DFMA_169_179/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/golf driving/55atzobzpwc_000014_000024,/n/fs/visualai-scr/Data/HAT2/original/golf driving/55atzobzpwc_000014_000024,/n/fs/visualai-scr/Data/HAT2/inpaint/dunking basketball/f0H5AVFMHrg_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/f0H5AVFMHrg_000000_000010,300,300,golf driving,dunking basketball,55atzobzpwc,14,24,f0H5AVFMHrg,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001692_golf driving_to_dunking basketball_55atzobzpwc_000014_000024_bg_f0H5AVFMHrg_000000_000010,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001692_golf driving_to_dunking basketball_55atzobzpwc_14_24_bg_f0H5AVFMHrg_0_10,"[{'class': 'person', 'confidence': 0.8985084891319275, 'bbox': [149.447021484375, 149.55886840820312, 231.68658447265625, 460.1757507324219]}]",dataset/segmented_action_swap/sample_001692_golf driving_to_dunking basketball_55atzobzpwc_14_24_bg_f0H5AVFMHrg_0_10/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing violin/ennR61HZSP8_000066_000076,/n/fs/visualai-scr/Data/HAT2/original/playing violin/ennR61HZSP8_000066_000076,/n/fs/visualai-scr/Data/HAT2/inpaint/brushing hair/MPx8w7ioI4o_000323_000333,/n/fs/visualai-scr/Data/HAT2/original/brushing hair/MPx8w7ioI4o_000323_000333,300,300,playing violin,brushing hair,ennR61HZSP8,66,76,MPx8w7ioI4o,323,333,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001696_playing violin_to_brushing hair_ennR61HZSP8_000066_000076_bg_MPx8w7ioI4o_000323_000333,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001696_playing violin_to_brushing hair_ennR61HZSP8_66_76_bg_MPx8w7ioI4o_323_333,"[{'class': 'person', 'confidence': 0.8611257076263428, 'bbox': [5.563682556152344, 136.48985290527344, 202.42457580566406, 358.27886962890625]}]",dataset/segmented_action_swap/sample_001696_playing violin_to_brushing hair_ennR61HZSP8_66_76_bg_MPx8w7ioI4o_323_333/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing saxophone/5bRseNSffik_000455_000465,/n/fs/visualai-scr/Data/HAT2/original/playing saxophone/5bRseNSffik_000455_000465,/n/fs/visualai-scr/Data/HAT2/inpaint/cleaning windows/jIwEkMWm-mQ_000009_000019,/n/fs/visualai-scr/Data/HAT2/original/cleaning windows/jIwEkMWm-mQ_000009_000019,300,300,playing saxophone,cleaning windows,5bRseNSffik,455,465,jIwEkMWm-mQ,9,19,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001699_playing saxophone_to_cleaning windows_5bRseNSffik_000455_000465_bg_jIwEkMWm-mQ_000009_000019,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001699_playing saxophone_to_cleaning windows_5bRseNSffik_455_465_bg_jIwEkMWm-mQ_9_19,"[{'class': 'person', 'confidence': 0.5154761672019958, 'bbox': [757.0802001953125, 294.63238525390625, 866.5115966796875, 577.3853149414062]}, {'class': 'cat', 'confidence': 0.5029303431510925, 'bbox': [651.20654296875, 101.15423583984375, 1073.8973388671875, 629.7183227539062]}, {'class': 'chair', 'confidence': 0.39232340455055237, 'bbox': [1133.24365234375, 151.6219024658203, 1279.4677734375, 530.3607788085938]}, {'class': 'chair', 'confidence': 0.2840592563152313, 'bbox': [1045.702880859375, 8.91192626953125, 1276.916748046875, 463.78338623046875]}, {'class': 'cat', 'confidence': 0.26918891072273254, 'bbox': [797.428955078125, 103.26336669921875, 1072.177978515625, 626.0781860351562]}]",dataset/segmented_action_swap/sample_001699_playing saxophone_to_cleaning windows_5bRseNSffik_455_465_bg_jIwEkMWm-mQ_9_19/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/smoking/tmfZ7kNfFHI_000072_000082,/n/fs/visualai-scr/Data/HAT2/original/smoking/tmfZ7kNfFHI_000072_000082,/n/fs/visualai-scr/Data/HAT2/inpaint/playing violin/VrToqfVcD5o_000099_000109,/n/fs/visualai-scr/Data/HAT2/original/playing violin/VrToqfVcD5o_000099_000109,300,300,smoking,playing violin,tmfZ7kNfFHI,72,82,VrToqfVcD5o,99,109,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001700_smoking_to_playing violin_tmfZ7kNfFHI_000072_000082_bg_VrToqfVcD5o_000099_000109,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001700_smoking_to_playing violin_tmfZ7kNfFHI_72_82_bg_VrToqfVcD5o_99_109,"[{'class': 'person', 'confidence': 0.9202865362167358, 'bbox': [0.0, 0.0, 478.85235595703125, 357.9407043457031]}]",dataset/segmented_action_swap/sample_001700_smoking_to_playing violin_tmfZ7kNfFHI_72_82_bg_VrToqfVcD5o_99_109/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/tying tie/U1zm7BJY1U0_000104_000114,/n/fs/visualai-scr/Data/HAT2/original/tying tie/U1zm7BJY1U0_000104_000114,/n/fs/visualai-scr/Data/HAT2/inpaint/drinking/QrWquDo7TzE_000126_000136,/n/fs/visualai-scr/Data/HAT2/original/drinking/QrWquDo7TzE_000126_000136,300,206,tying tie,drinking,U1zm7BJY1U0,104,114,QrWquDo7TzE,126,136,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001701_tying tie_to_drinking_U1zm7BJY1U0_000104_000114_bg_QrWquDo7TzE_000126_000136,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001701_tying tie_to_drinking_U1zm7BJY1U0_104_114_bg_QrWquDo7TzE_126_136,"[{'class': 'person', 'confidence': 0.45192545652389526, 'bbox': [6.683074951171875, 42.97242736816406, 478.4022216796875, 313.56671142578125]}]",dataset/segmented_action_swap/sample_001701_tying tie_to_drinking_U1zm7BJY1U0_104_114_bg_QrWquDo7TzE_126_136/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing piano/9o68AyEWzcM_000081_000091,/n/fs/visualai-scr/Data/HAT2/original/playing piano/9o68AyEWzcM_000081_000091,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/CjMcGn6C3h0_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/archery/CjMcGn6C3h0_000003_000013,300,26,playing piano,archery,9o68AyEWzcM,81,91,CjMcGn6C3h0,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001703_playing piano_to_archery_9o68AyEWzcM_000081_000091_bg_CjMcGn6C3h0_000003_000013,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001703_playing piano_to_archery_9o68AyEWzcM_81_91_bg_CjMcGn6C3h0_3_13,"[{'class': 'person', 'confidence': 0.845364511013031, 'bbox': [37.31669616699219, 86.02690124511719, 202.85202026367188, 348.5059814453125]}]",dataset/segmented_action_swap/sample_001703_playing piano_to_archery_9o68AyEWzcM_81_91_bg_CjMcGn6C3h0_3_13/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/surfing water/CDssc5DEun4_000090_000100,/n/fs/visualai-scr/Data/HAT2/original/surfing water/CDssc5DEun4_000090_000100,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/FS6PGrmnylo_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/FS6PGrmnylo_000002_000012,300,300,surfing water,catching or throwing frisbee,CDssc5DEun4,90,100,FS6PGrmnylo,2,12,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001705_surfing water_to_catching or throwing frisbee_CDssc5DEun4_000090_000100_bg_FS6PGrmnylo_000002_000012,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001705_surfing water_to_catching or throwing frisbee_CDssc5DEun4_90_100_bg_FS6PGrmnylo_2_12,"[{'class': 'person', 'confidence': 0.7448217272758484, 'bbox': [33.9122314453125, 2.803619384765625, 639.140869140625, 339.0122985839844]}]",dataset/segmented_action_swap/sample_001705_surfing water_to_catching or throwing frisbee_CDssc5DEun4_90_100_bg_FS6PGrmnylo_2_12/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/catching or throwing frisbee/jKqDnoY4S5s_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/jKqDnoY4S5s_000001_000011,/n/fs/visualai-scr/Data/HAT2/inpaint/playing piano/xuDbDcdAx_Y_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/playing piano/xuDbDcdAx_Y_000003_000013,272,141,catching or throwing frisbee,playing piano,jKqDnoY4S5s,1,11,xuDbDcdAx_Y,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001706_catching or throwing frisbee_to_playing piano_jKqDnoY4S5s_000001_000011_bg_xuDbDcdAx_Y_000003_000013,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001706_catching or throwing frisbee_to_playing piano_jKqDnoY4S5s_1_11_bg_xuDbDcdAx_Y_3_13,"[{'class': 'person', 'confidence': 0.8834929466247559, 'bbox': [159.48501586914062, 122.14158630371094, 219.1787567138672, 268.5874328613281]}]",dataset/segmented_action_swap/sample_001706_catching or throwing frisbee_to_playing piano_jKqDnoY4S5s_1_11_bg_xuDbDcdAx_Y_3_13/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/hitting baseball/xMIUw5mi3Eo_000009_000019,/n/fs/visualai-scr/Data/HAT2/original/hitting baseball/xMIUw5mi3Eo_000009_000019,/n/fs/visualai-scr/Data/HAT2/inpaint/skiing slalom/QfLQw4ZTc1k_000200_000210,/n/fs/visualai-scr/Data/HAT2/original/skiing slalom/QfLQw4ZTc1k_000200_000210,290,300,hitting baseball,skiing slalom,xMIUw5mi3Eo,9,19,QfLQw4ZTc1k,200,210,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001708_hitting baseball_to_skiing slalom_xMIUw5mi3Eo_000009_000019_bg_QfLQw4ZTc1k_000200_000210,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001708_hitting baseball_to_skiing slalom_xMIUw5mi3Eo_9_19_bg_QfLQw4ZTc1k_200_210,"[{'class': 'person', 'confidence': 0.9083810448646545, 'bbox': [199.09848022460938, 62.04254150390625, 360.4560241699219, 284.0475769042969]}, {'class': 'person', 'confidence': 0.902111828327179, 'bbox': [514.07177734375, 116.76437377929688, 618.435791015625, 293.7098388671875]}, {'class': 'person', 'confidence': 0.9000630974769592, 'bbox': [419.005615234375, 153.3148193359375, 560.5835571289062, 297.52740478515625]}, {'class': 'person', 'confidence': 0.6912624835968018, 'bbox': [595.8714599609375, 65.98220825195312, 638.6612548828125, 196.50332641601562]}, {'class': 'baseball glove', 'confidence': 0.5067680478096008, 'bbox': [417.8221740722656, 205.1927490234375, 448.9220275878906, 233.23770141601562]}]",dataset/segmented_action_swap/sample_001708_hitting baseball_to_skiing slalom_xMIUw5mi3Eo_9_19_bg_QfLQw4ZTc1k_200_210/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/brushing hair/CfaunD-wk9o_000076_000086,/n/fs/visualai-scr/Data/HAT2/original/brushing hair/CfaunD-wk9o_000076_000086,/n/fs/visualai-scr/Data/HAT2/inpaint/playing bass guitar/oRGXgMMPy_Q_000235_000245,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/oRGXgMMPy_Q_000235_000245,300,300,brushing hair,playing bass guitar,CfaunD-wk9o,76,86,oRGXgMMPy_Q,235,245,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001709_brushing hair_to_playing bass guitar_CfaunD-wk9o_000076_000086_bg_oRGXgMMPy_Q_000235_000245,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001709_brushing hair_to_playing bass guitar_CfaunD-wk9o_76_86_bg_oRGXgMMPy_Q_235_245,"[{'class': 'person', 'confidence': 0.7151720523834229, 'bbox': [2.32275390625, 74.31488037109375, 945.278564453125, 705.326171875]}]",dataset/segmented_action_swap/sample_001709_brushing hair_to_playing bass guitar_CfaunD-wk9o_76_86_bg_oRGXgMMPy_Q_235_245/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/reading book/BFYBAg9fSL4_000388_000398,/n/fs/visualai-scr/Data/HAT2/original/reading book/BFYBAg9fSL4_000388_000398,/n/fs/visualai-scr/Data/HAT2/inpaint/punching person (boxing)/LQmy-JW6tbA_000042_000052,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/LQmy-JW6tbA_000042_000052,300,300,reading book,punching person (boxing),BFYBAg9fSL4,388,398,LQmy-JW6tbA,42,52,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001710_reading book_to_punching person (boxing)_BFYBAg9fSL4_000388_000398_bg_LQmy-JW6tbA_000042_000052,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001710_reading book_to_punching person (boxing)_BFYBAg9fSL4_388_398_bg_LQmy-JW6tbA_42_52,"[{'class': 'person', 'confidence': 0.910439133644104, 'bbox': [29.08636474609375, 0.0, 637.5072631835938, 356.14532470703125]}]",dataset/segmented_action_swap/sample_001710_reading book_to_punching person (boxing)_BFYBAg9fSL4_388_398_bg_LQmy-JW6tbA_42_52/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/brushing teeth/v2lhU-CtJQc_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/brushing teeth/v2lhU-CtJQc_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/clean and jerk/aZT3e7SrIoI_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/clean and jerk/aZT3e7SrIoI_000003_000013,300,300,brushing teeth,clean and jerk,v2lhU-CtJQc,0,10,aZT3e7SrIoI,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001712_brushing teeth_to_clean and jerk_v2lhU-CtJQc_000000_000010_bg_aZT3e7SrIoI_000003_000013,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001712_brushing teeth_to_clean and jerk_v2lhU-CtJQc_0_10_bg_aZT3e7SrIoI_3_13,"[{'class': 'person', 'confidence': 0.9111728668212891, 'bbox': [4.54310417175293, 6.851932525634766, 203.66554260253906, 358.2006530761719]}]",dataset/segmented_action_swap/sample_001712_brushing teeth_to_clean and jerk_v2lhU-CtJQc_0_10_bg_aZT3e7SrIoI_3_13/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/6-t-BUbr8V4_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/6-t-BUbr8V4_000005_000015,/n/fs/visualai-scr/Data/HAT2/inpaint/playing bass guitar/yhg-IlXcVrE_000111_000121,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/yhg-IlXcVrE_000111_000121,300,301,playing accordion,playing bass guitar,6-t-BUbr8V4,5,15,yhg-IlXcVrE,111,121,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001713_playing accordion_to_playing bass guitar_6-t-BUbr8V4_000005_000015_bg_yhg-IlXcVrE_000111_000121,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001713_playing accordion_to_playing bass guitar_6-t-BUbr8V4_5_15_bg_yhg-IlXcVrE_111_121,"[{'class': 'person', 'confidence': 0.7163728475570679, 'bbox': [62.40406799316406, 0.6405487060546875, 243.34869384765625, 358.90313720703125]}, {'class': 'person', 'confidence': 0.6143117547035217, 'bbox': [57.34618377685547, 0.0, 321.96966552734375, 359.93768310546875]}, {'class': 'person', 'confidence': 0.3328862190246582, 'bbox': [206.81515502929688, 1.45166015625, 335.93927001953125, 352.0087585449219]}]",dataset/segmented_action_swap/sample_001713_playing accordion_to_playing bass guitar_6-t-BUbr8V4_5_15_bg_yhg-IlXcVrE_111_121/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/brushing hair/mupzvLpU8UU_000009_000019,/n/fs/visualai-scr/Data/HAT2/original/brushing hair/mupzvLpU8UU_000009_000019,/n/fs/visualai-scr/Data/HAT2/inpaint/clean and jerk/DkqICnFb_B0_000008_000018,/n/fs/visualai-scr/Data/HAT2/original/clean and jerk/DkqICnFb_B0_000008_000018,300,300,brushing hair,clean and jerk,mupzvLpU8UU,9,19,DkqICnFb_B0,8,18,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001714_brushing hair_to_clean and jerk_mupzvLpU8UU_000009_000019_bg_DkqICnFb_B0_000008_000018,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001714_brushing hair_to_clean and jerk_mupzvLpU8UU_9_19_bg_DkqICnFb_B0_8_18,"[{'class': 'person', 'confidence': 0.6224897503852844, 'bbox': [173.59732055664062, 84.53799438476562, 277.3624572753906, 239.604736328125]}, {'class': 'person', 'confidence': 0.5607216954231262, 'bbox': [74.89591979980469, 1.425994873046875, 172.30398559570312, 222.49996948242188]}, {'class': 'person', 'confidence': 0.44506555795669556, 'bbox': [238.55807495117188, 28.1806640625, 254.13955688476562, 65.13752746582031]}]",dataset/segmented_action_swap/sample_001714_brushing hair_to_clean and jerk_mupzvLpU8UU_9_19_bg_DkqICnFb_B0_8_18/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing trumpet/qzZw2ZRIGbI_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/playing trumpet/qzZw2ZRIGbI_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/golf driving/0u4c8Cel91U_000041_000051,/n/fs/visualai-scr/Data/HAT2/original/golf driving/0u4c8Cel91U_000041_000051,300,300,playing trumpet,golf driving,qzZw2ZRIGbI,0,10,0u4c8Cel91U,41,51,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001715_playing trumpet_to_golf driving_qzZw2ZRIGbI_000000_000010_bg_0u4c8Cel91U_000041_000051,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001715_playing trumpet_to_golf driving_qzZw2ZRIGbI_0_10_bg_0u4c8Cel91U_41_51,"[{'class': 'person', 'confidence': 0.8997745513916016, 'bbox': [420.5083923339844, 2.61016845703125, 654.6239013671875, 254.81759643554688]}, {'class': 'dog', 'confidence': 0.541992723941803, 'bbox': [17.442703247070312, 328.5615539550781, 186.41851806640625, 433.4839782714844]}, {'class': 'motorcycle', 'confidence': 0.49838778376579285, 'bbox': [18.276458740234375, 344.1769714355469, 181.13455200195312, 715.578369140625]}]",dataset/segmented_action_swap/sample_001715_playing trumpet_to_golf driving_qzZw2ZRIGbI_0_10_bg_0u4c8Cel91U_41_51/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/juggling balls/22YkQbUA7iY_000180_000190,/n/fs/visualai-scr/Data/HAT2/original/juggling balls/22YkQbUA7iY_000180_000190,/n/fs/visualai-scr/Data/HAT2/inpaint/driving car/LD_H3ST6TOc_000022_000032,/n/fs/visualai-scr/Data/HAT2/original/driving car/LD_H3ST6TOc_000022_000032,300,300,juggling balls,driving car,22YkQbUA7iY,180,190,LD_H3ST6TOc,22,32,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001716_juggling balls_to_driving car_22YkQbUA7iY_000180_000190_bg_LD_H3ST6TOc_000022_000032,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001716_juggling balls_to_driving car_22YkQbUA7iY_180_190_bg_LD_H3ST6TOc_22_32,"[{'class': 'person', 'confidence': 0.833279013633728, 'bbox': [298.04571533203125, 179.8487548828125, 339.6148681640625, 317.77972412109375]}, {'class': 'car', 'confidence': 0.6432555317878723, 'bbox': [1.0843505859375, 2.2169189453125, 619.9412841796875, 358.32818603515625]}]",dataset/segmented_action_swap/sample_001716_juggling balls_to_driving car_22YkQbUA7iY_180_190_bg_LD_H3ST6TOc_22_32/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing saxophone/uukFI6uF-Uk_000045_000055,/n/fs/visualai-scr/Data/HAT2/original/playing saxophone/uukFI6uF-Uk_000045_000055,/n/fs/visualai-scr/Data/HAT2/inpaint/clean and jerk/Yp0uw-3XuzA_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/clean and jerk/Yp0uw-3XuzA_000003_000013,300,225,playing saxophone,clean and jerk,uukFI6uF-Uk,45,55,Yp0uw-3XuzA,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001717_playing saxophone_to_clean and jerk_uukFI6uF-Uk_000045_000055_bg_Yp0uw-3XuzA_000003_000013,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001717_playing saxophone_to_clean and jerk_uukFI6uF-Uk_45_55_bg_Yp0uw-3XuzA_3_13,"[{'class': 'person', 'confidence': 0.8863285779953003, 'bbox': [704.7440185546875, 43.2318115234375, 928.0447998046875, 601.2255859375]}, {'class': 'person', 'confidence': 0.7303308248519897, 'bbox': [1069.996337890625, 106.96479797363281, 1165.683349609375, 482.80889892578125]}, {'class': 'person', 'confidence': 0.6071450114250183, 'bbox': [25.047304153442383, 234.1302490234375, 86.43745422363281, 508.33538818359375]}, {'class': 'person', 'confidence': 0.5407953858375549, 'bbox': [0.0, 226.9420166015625, 42.78900909423828, 468.58221435546875]}]",dataset/segmented_action_swap/sample_001717_playing saxophone_to_clean and jerk_uukFI6uF-Uk_45_55_bg_Yp0uw-3XuzA_3_13/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/juggling soccer ball/ik_mH-CoZdQ_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/juggling soccer ball/ik_mH-CoZdQ_000001_000011,/n/fs/visualai-scr/Data/HAT2/inpaint/punching person (boxing)/D5iLGttoHr4_000022_000032,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/D5iLGttoHr4_000022_000032,137,300,juggling soccer ball,punching person (boxing),ik_mH-CoZdQ,1,11,D5iLGttoHr4,22,32,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_001718_juggling soccer ball_to_punching person (boxing)_ik_mH-CoZdQ_000001_000011_bg_D5iLGttoHr4_000022_000032,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_001718_juggling soccer ball_to_punching person (boxing)_ik_mH-CoZdQ_1_11_bg_D5iLGttoHr4_22_32,"[{'class': 'person', 'confidence': 0.6481336355209351, 'bbox': [2.2939109802246094, 0.826995849609375, 403.50799560546875, 399.5504150390625]}, {'class': 'person', 'confidence': 0.4411573112010956, 'bbox': [1.2783279418945312, 0.0, 404.5264892578125, 708.5972900390625]}, {'class': 'snowboard', 'confidence': 0.32179439067840576, 'bbox': [142.70193481445312, 206.32098388671875, 387.03399658203125, 720.0]}]",dataset/segmented_action_swap/sample_001718_juggling soccer ball_to_punching person (boxing)_ik_mH-CoZdQ_1_11_bg_D5iLGttoHr4_22_32/bbox_img/bbox_image.jpg
