label,youtube_id,time_start,time_end,full_path,num_files,hasPerson,segmented_path,mask_path,bboxes_info,bbox_vis_path
archery,qAZWTlIfsgI,0,10,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/archery/qAZWTlIfsgI_000000_000010,301,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/archery/qAZWTlIfsgI_000000_000010,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/archery/qAZWTlIfsgI_000000_000010,"[{'class': 'person', 'confidence': 0.6518974304199219, 'bbox': [205.0119171142578, 175.0667724609375, 304.7295227050781, 254.2015380859375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/archery/qAZWTlIfsgI_000000_000010/bbox_img/bbox_image.jpg
hurdling,qDDPkxmE1L0,0,10,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/hurdling/qDDPkxmE1L0_000000_000010,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/hurdling/qDDPkxmE1L0_000000_000010,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/hurdling/qDDPkxmE1L0_000000_000010,"[{'class': 'person', 'confidence': 0.5355280041694641, 'bbox': [148.7923583984375, 143.14968872070312, 161.746826171875, 171.95468139648438]}, {'class': 'person', 'confidence': 0.4449080228805542, 'bbox': [68.65987396240234, 418.810791015625, 254.95948791503906, 453.77349853515625]}, {'class': 'person', 'confidence': 0.30471277236938477, 'bbox': [206.93881225585938, 147.74862670898438, 221.3064727783203, 178.60133361816406]}, {'class': 'person', 'confidence': 0.25744205713272095, 'bbox': [109.2364273071289, 120.48239135742188, 121.16898345947266, 162.01023864746094]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/hurdling/qDDPkxmE1L0_000000_000010/bbox_img/bbox_image.jpg
playing basketball,qG7WUksg1o0,10,20,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing basketball/qG7WUksg1o0_000010_000020,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing basketball/qG7WUksg1o0_000010_000020,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing basketball/qG7WUksg1o0_000010_000020,"[{'class': 'person', 'confidence': 0.8776401877403259, 'bbox': [152.0067596435547, 93.4476089477539, 209.3013916015625, 251.4635009765625]}, {'class': 'person', 'confidence': 0.8761321902275085, 'bbox': [228.55593872070312, 97.5582275390625, 296.5935974121094, 254.51600646972656]}, {'class': 'person', 'confidence': 0.8473135232925415, 'bbox': [303.4658508300781, 87.5140380859375, 359.1279602050781, 254.68780517578125]}, {'class': 'person', 'confidence': 0.8023296594619751, 'bbox': [419.9692077636719, 138.42483520507812, 443.0724792480469, 195.00942993164062]}, {'class': 'person', 'confidence': 0.7635678052902222, 'bbox': [71.39212799072266, 121.89381408691406, 139.55877685546875, 226.6862335205078]}, {'class': 'person', 'confidence': 0.670135498046875, 'bbox': [120.18418884277344, 111.00279235839844, 149.6943817138672, 228.4137725830078]}, {'class': 'person', 'confidence': 0.6523798704147339, 'bbox': [379.78192138671875, 133.92825317382812, 398.5287170410156, 200.45628356933594]}, {'class': 'person', 'confidence': 0.6054661870002747, 'bbox': [394.3885803222656, 134.34329223632812, 412.0728759765625, 198.6951904296875]}, {'class': 'person', 'confidence': 0.5843844413757324, 'bbox': [225.00843811035156, 130.1646728515625, 242.42581176757812, 188.9031219482422]}, {'class': 'person', 'confidence': 0.4820139408111572, 'bbox': [448.27069091796875, 150.9153594970703, 455.8363952636719, 199.1199188232422]}, {'class': 'person', 'confidence': 0.4040975570678711, 'bbox': [46.20558547973633, 133.40139770507812, 61.569366455078125, 183.81744384765625]}, {'class': 'person', 'confidence': 0.3835775852203369, 'bbox': [62.339637756347656, 133.6799774169922, 80.9621353149414, 184.0531005859375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing basketball/qG7WUksg1o0_000010_000020/bbox_img/bbox_image.jpg
playing violin,qHORYysByLY,223,233,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing violin/qHORYysByLY_000223_000233,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing violin/qHORYysByLY_000223_000233,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing violin/qHORYysByLY_000223_000233,"[{'class': 'person', 'confidence': 0.47344112396240234, 'bbox': [302.52215576171875, 111.49395751953125, 383.7998046875, 252.76539611816406]}, {'class': 'chair', 'confidence': 0.3830089271068573, 'bbox': [18.069618225097656, 121.57581329345703, 203.97860717773438, 250.03103637695312]}, {'class': 'person', 'confidence': 0.3267431855201721, 'bbox': [281.8849792480469, 163.99827575683594, 367.27801513671875, 253.47950744628906]}, {'class': 'person', 'confidence': 0.3109480142593384, 'bbox': [4.699667453765869, 53.916378021240234, 143.25152587890625, 197.9285430908203]}, {'class': 'person', 'confidence': 0.29196569323539734, 'bbox': [133.32594299316406, 32.004966735839844, 259.091796875, 185.47178649902344]}, {'class': 'person', 'confidence': 0.25169241428375244, 'bbox': [223.96395874023438, 101.6602554321289, 316.0835266113281, 253.60348510742188]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing violin/qHORYysByLY_000223_000233/bbox_img/bbox_image.jpg
writing,qIQqYbLr74c,8,18,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/writing/qIQqYbLr74c_000008_000018,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/writing/qIQqYbLr74c_000008_000018,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/writing/qIQqYbLr74c_000008_000018,"[{'class': 'person', 'confidence': 0.6245988011360168, 'bbox': [132.56253051757812, 0.9238059520721436, 313.60858154296875, 140.60874938964844]}, {'class': 'book', 'confidence': 0.3863661289215088, 'bbox': [15.182981491088867, 4.681238651275635, 452.70068359375, 252.27001953125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/writing/qIQqYbLr74c_000008_000018/bbox_img/bbox_image.jpg
playing tennis,qLC17kp_fpo,55,65,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing tennis/qLC17kp_fpo_000055_000065,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing tennis/qLC17kp_fpo_000055_000065,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing tennis/qLC17kp_fpo_000055_000065,"[{'class': 'person', 'confidence': 0.5669775605201721, 'bbox': [247.5595245361328, 144.1800079345703, 264.1063232421875, 186.33897399902344]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing tennis/qLC17kp_fpo_000055_000065/bbox_img/bbox_image.jpg
flying kite,qLUyVdxNIjU,25,35,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/flying kite/qLUyVdxNIjU_000025_000035,189,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/flying kite/qLUyVdxNIjU_000025_000035,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/flying kite/qLUyVdxNIjU_000025_000035,"[{'class': 'person', 'confidence': 0.5789994597434998, 'bbox': [113.96721649169922, 32.75639724731445, 182.4604949951172, 256.0]}, {'class': 'person', 'confidence': 0.35962072014808655, 'bbox': [142.9979705810547, 34.81425094604492, 208.1609649658203, 256.0]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/flying kite/qLUyVdxNIjU_000025_000035/bbox_img/bbox_image.jpg
brushing teeth,qNZ7vu5IqGg,47,57,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/brushing teeth/qNZ7vu5IqGg_000047_000057,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/brushing teeth/qNZ7vu5IqGg_000047_000057,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/brushing teeth/qNZ7vu5IqGg_000047_000057,"[{'class': 'person', 'confidence': 0.8375898599624634, 'bbox': [33.27201843261719, 26.864608764648438, 197.3171844482422, 280.7826843261719]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/brushing teeth/qNZ7vu5IqGg_000047_000057/bbox_img/bbox_image.jpg
reading book,qZ1uSwvjvVE,0,10,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/reading book/qZ1uSwvjvVE_000000_000010,301,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/reading book/qZ1uSwvjvVE_000000_000010,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/reading book/qZ1uSwvjvVE_000000_000010,"[{'class': 'person', 'confidence': 0.8130937218666077, 'bbox': [265.68634033203125, 82.45178985595703, 341.86322021484375, 175.64236450195312]}, {'class': 'person', 'confidence': 0.7591959834098816, 'bbox': [82.3811264038086, 87.79396057128906, 171.54090881347656, 252.7908172607422]}, {'class': 'person', 'confidence': 0.7538108825683594, 'bbox': [6.512059688568115, 74.00585174560547, 88.61143493652344, 252.7215118408203]}, {'class': 'person', 'confidence': 0.7386226654052734, 'bbox': [160.30484008789062, 29.13788604736328, 250.6376953125, 153.331298828125]}, {'class': 'chair', 'confidence': 0.6861928701400757, 'bbox': [64.00100708007812, 39.03180694580078, 108.23505401611328, 104.28123474121094]}, {'class': 'chair', 'confidence': 0.27927836775779724, 'bbox': [122.69386291503906, 52.38264465332031, 161.4000701904297, 93.81515502929688]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/reading book/qZ1uSwvjvVE_000000_000010/bbox_img/bbox_image.jpg
playing guitar,qetzUJcKozM,67,77,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing guitar/qetzUJcKozM_000067_000077,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing guitar/qetzUJcKozM_000067_000077,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing guitar/qetzUJcKozM_000067_000077,"[{'class': 'bottle', 'confidence': 0.7539089322090149, 'bbox': [174.01512145996094, 37.15781021118164, 189.8048858642578, 88.22270202636719]}, {'class': 'bottle', 'confidence': 0.7352244853973389, 'bbox': [188.57713317871094, 37.677677154541016, 201.46893310546875, 86.95466613769531]}, {'class': 'bottle', 'confidence': 0.30040833353996277, 'bbox': [174.15965270996094, 42.610748291015625, 187.01966857910156, 86.21635437011719]}, {'class': 'person', 'confidence': 0.2624494731426239, 'bbox': [1.5220425128936768, 0.21277642250061035, 154.95639038085938, 92.11589813232422]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing guitar/qetzUJcKozM_000067_000077/bbox_img/bbox_image.jpg
reading book,qm4IjXWaKg8,69,79,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/reading book/qm4IjXWaKg8_000069_000079,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/reading book/qm4IjXWaKg8_000069_000079,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/reading book/qm4IjXWaKg8_000069_000079,"[{'class': 'person', 'confidence': 0.3798814117908478, 'bbox': [34.286277770996094, 105.68843841552734, 456.0, 252.90774536132812]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/reading book/qm4IjXWaKg8_000069_000079/bbox_img/bbox_image.jpg
writing,qq9P_T08RSo,252,262,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/writing/qq9P_T08RSo_000252_000262,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/writing/qq9P_T08RSo_000252_000262,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/writing/qq9P_T08RSo_000252_000262,"[{'class': 'person', 'confidence': 0.44030648469924927, 'bbox': [303.09442138671875, 0.0, 454.9859924316406, 251.02720642089844]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/writing/qq9P_T08RSo_000252_000262/bbox_img/bbox_image.jpg
playing accordion,qx17E2uoDc4,168,178,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing accordion/qx17E2uoDc4_000168_000178,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing accordion/qx17E2uoDc4_000168_000178,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing accordion/qx17E2uoDc4_000168_000178,"[{'class': 'person', 'confidence': 0.601753294467926, 'bbox': [81.5893325805664, 42.23007583618164, 186.50350952148438, 239.4267578125]}, {'class': 'couch', 'confidence': 0.3288215100765228, 'bbox': [0.2966720759868622, 64.94183349609375, 316.0870056152344, 252.60801696777344]}, {'class': 'bed', 'confidence': 0.288427472114563, 'bbox': [35.41212844848633, 5.783229827880859, 341.4921569824219, 249.217529296875]}, {'class': 'book', 'confidence': 0.2807251513004303, 'bbox': [124.44017028808594, 89.10723114013672, 331.1910095214844, 212.59397888183594]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing accordion/qx17E2uoDc4_000168_000178/bbox_img/bbox_image.jpg
playing volleyball,qyhJc4bWADs,138,148,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing volleyball/qyhJc4bWADs_000138_000148,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing volleyball/qyhJc4bWADs_000138_000148,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing volleyball/qyhJc4bWADs_000138_000148,"[{'class': 'person', 'confidence': 0.8606383204460144, 'bbox': [180.75811767578125, 83.52815246582031, 211.2460174560547, 161.7378387451172]}, {'class': 'person', 'confidence': 0.851279616355896, 'bbox': [365.96954345703125, 88.15528106689453, 396.4231872558594, 151.32293701171875]}, {'class': 'person', 'confidence': 0.8310284614562988, 'bbox': [309.6267395019531, 89.533447265625, 352.2200012207031, 174.5465545654297]}, {'class': 'person', 'confidence': 0.6772403717041016, 'bbox': [412.6048889160156, 208.4192657470703, 455.7802734375, 254.67431640625]}, {'class': 'person', 'confidence': 0.4086970388889313, 'bbox': [319.2154235839844, 77.2806396484375, 329.623291015625, 104.18829345703125]}, {'class': 'person', 'confidence': 0.35206231474876404, 'bbox': [307.9362487792969, 76.29763793945312, 320.7854919433594, 106.08926391601562]}, {'class': 'surfboard', 'confidence': 0.3367893099784851, 'bbox': [436.8345031738281, 110.9708023071289, 455.9062194824219, 118.865234375]}, {'class': 'surfboard', 'confidence': 0.31598100066185, 'bbox': [138.11448669433594, 155.2835235595703, 205.3788604736328, 168.20120239257812]}, {'class': 'person', 'confidence': 0.2796798646450043, 'bbox': [331.11077880859375, 74.9095687866211, 341.2828063964844, 98.08328247070312]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing volleyball/qyhJc4bWADs_000138_000148/bbox_img/bbox_image.jpg
bowling,r-XY_imYp8w,4,14,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/bowling/r-XY_imYp8w_000004_000014,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/bowling/r-XY_imYp8w_000004_000014,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/bowling/r-XY_imYp8w_000004_000014,"[{'class': 'person', 'confidence': 0.8837542533874512, 'bbox': [0.04245605692267418, 40.19460678100586, 86.86551666259766, 240.5716094970703]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/bowling/r-XY_imYp8w_000004_000014/bbox_img/bbox_image.jpg
skiing (not slalom or crosscountry),r0YVY4vY7hI,31,41,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/skiing (not slalom or crosscountry)/r0YVY4vY7hI_000031_000041,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/skiing (not slalom or crosscountry)/r0YVY4vY7hI_000031_000041,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/skiing (not slalom or crosscountry)/r0YVY4vY7hI_000031_000041,"[{'class': 'person', 'confidence': 0.6186919808387756, 'bbox': [136.75318908691406, 73.56710815429688, 174.35009765625, 126.76455688476562]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/skiing (not slalom or crosscountry)/r0YVY4vY7hI_000031_000041/bbox_img/bbox_image.jpg
golf driving,r3X1AggdYN8,1,11,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/golf driving/r3X1AggdYN8_000001_000011,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/golf driving/r3X1AggdYN8_000001_000011,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/golf driving/r3X1AggdYN8_000001_000011,"[{'class': 'person', 'confidence': 0.8853662610054016, 'bbox': [7.2170796394348145, 6.965400695800781, 102.7005386352539, 256.0]}, {'class': 'person', 'confidence': 0.7931253910064697, 'bbox': [226.90707397460938, 71.06607055664062, 268.80938720703125, 175.0896453857422]}, {'class': 'sports ball', 'confidence': 0.5097360014915466, 'bbox': [135.53868103027344, 173.11021423339844, 166.36557006835938, 205.40223693847656]}, {'class': 'bench', 'confidence': 0.3270416855812073, 'bbox': [154.6143341064453, 78.5074234008789, 202.09103393554688, 105.70280456542969]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/golf driving/r3X1AggdYN8_000001_000011/bbox_img/bbox_image.jpg
climbing ladder,r5jOGyIUAd8,32,42,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/climbing ladder/r5jOGyIUAd8_000032_000042,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/climbing ladder/r5jOGyIUAd8_000032_000042,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/climbing ladder/r5jOGyIUAd8_000032_000042,"[{'class': 'person', 'confidence': 0.9139038324356079, 'bbox': [134.0549774169922, 0.4446601867675781, 267.45220947265625, 252.29840087890625]}, {'class': 'bench', 'confidence': 0.6046798229217529, 'bbox': [12.295190811157227, 64.20780181884766, 455.6716003417969, 253.57078552246094]}, {'class': 'handbag', 'confidence': 0.3941185176372528, 'bbox': [137.0916290283203, 97.77144622802734, 193.8828582763672, 129.36593627929688]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/climbing ladder/r5jOGyIUAd8_000032_000042/bbox_img/bbox_image.jpg
playing violin,r9k-uh3yAKA,96,106,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing violin/r9k-uh3yAKA_000096_000106,298,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing violin/r9k-uh3yAKA_000096_000106,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing violin/r9k-uh3yAKA_000096_000106,"[{'class': 'person', 'confidence': 0.895629346370697, 'bbox': [151.8939666748047, 68.71076202392578, 304.814453125, 253.41558837890625]}, {'class': 'person', 'confidence': 0.8770669102668762, 'bbox': [0.2872135043144226, 122.59635162353516, 110.43147277832031, 251.97976684570312]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing violin/r9k-uh3yAKA_000096_000106/bbox_img/bbox_image.jpg
bowling,rBO0zUn_-vA,13,23,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/bowling/rBO0zUn_-vA_000013_000023,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/bowling/rBO0zUn_-vA_000013_000023,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/bowling/rBO0zUn_-vA_000013_000023,"[{'class': 'person', 'confidence': 0.8863404393196106, 'bbox': [4.006968975067139, 43.88250732421875, 255.8354034423828, 451.7127990722656]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/bowling/rBO0zUn_-vA_000013_000023/bbox_img/bbox_image.jpg
catching or throwing frisbee,rGrXzjMnRsM,4,14,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/catching or throwing frisbee/rGrXzjMnRsM_000004_000014,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/catching or throwing frisbee/rGrXzjMnRsM_000004_000014,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/catching or throwing frisbee/rGrXzjMnRsM_000004_000014,"[{'class': 'person', 'confidence': 0.9052415490150452, 'bbox': [110.06006622314453, 122.48085021972656, 197.98895263671875, 221.2617645263672]}, {'class': 'person', 'confidence': 0.9016140103340149, 'bbox': [228.4713897705078, 112.40741729736328, 311.7434387207031, 217.36456298828125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/catching or throwing frisbee/rGrXzjMnRsM_000004_000014/bbox_img/bbox_image.jpg
dribbling basketball,rOE-VPEbg9M,4,14,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/dribbling basketball/rOE-VPEbg9M_000004_000014,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/dribbling basketball/rOE-VPEbg9M_000004_000014,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/dribbling basketball/rOE-VPEbg9M_000004_000014,"[{'class': 'person', 'confidence': 0.8827654719352722, 'bbox': [253.50338745117188, 102.54974365234375, 312.5346984863281, 207.3895263671875]}, {'class': 'person', 'confidence': 0.41632553935050964, 'bbox': [145.49951171875, 83.00202941894531, 170.89553833007812, 196.09027099609375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/dribbling basketball/rOE-VPEbg9M_000004_000014/bbox_img/bbox_image.jpg
writing,rOr3ppyxXCc,236,246,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/writing/rOr3ppyxXCc_000236_000246,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/writing/rOr3ppyxXCc_000236_000246,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/writing/rOr3ppyxXCc_000236_000246,"[{'class': 'person', 'confidence': 0.8494141101837158, 'bbox': [35.8878173828125, 43.26256561279297, 266.9240417480469, 252.8531036376953]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/writing/rOr3ppyxXCc_000236_000246/bbox_img/bbox_image.jpg
playing volleyball,rPRPL3n5vTY,1,11,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/train/playing volleyball/rPRPL3n5vTY_000001_000011,300,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing volleyball/rPRPL3n5vTY_000001_000011,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_binarymasks_minikinetics50_train/playing volleyball/rPRPL3n5vTY_000001_000011,"[{'class': 'person', 'confidence': 0.8336000442504883, 'bbox': [270.55279541015625, 102.36363983154297, 296.9609069824219, 191.7144775390625]}, {'class': 'person', 'confidence': 0.8178804516792297, 'bbox': [167.06036376953125, 104.74855041503906, 197.00811767578125, 179.23973083496094]}, {'class': 'person', 'confidence': 0.7988017201423645, 'bbox': [306.2847595214844, 97.50776672363281, 325.5632019042969, 164.75616455078125]}, {'class': 'person', 'confidence': 0.7698417901992798, 'bbox': [208.1997833251953, 97.97090911865234, 221.6237335205078, 141.78382873535156]}, {'class': 'person', 'confidence': 0.7389652132987976, 'bbox': [44.548038482666016, 135.68467712402344, 98.6789321899414, 192.63658142089844]}, {'class': 'person', 'confidence': 0.6746487617492676, 'bbox': [238.0143585205078, 92.03096008300781, 255.1568603515625, 128.98182678222656]}, {'class': 'person', 'confidence': 0.6624534130096436, 'bbox': [118.18477630615234, 87.48748779296875, 138.7251434326172, 134.34376525878906]}, {'class': 'skis', 'confidence': 0.5383357405662537, 'bbox': [152.04592895507812, 173.1962127685547, 197.9580841064453, 182.13316345214844]}, {'class': 'person', 'confidence': 0.2743526101112366, 'bbox': [184.5060577392578, 94.94760131835938, 197.13719177246094, 145.9044189453125]}, {'class': 'person', 'confidence': 0.2607940137386322, 'bbox': [330.1633605957031, 87.6833724975586, 341.5111999511719, 114.24423217773438]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/minikinetics50/new_segmented_minikinetics50_train/playing volleyball/rPRPL3n5vTY_000001_000011/bbox_img/bbox_image.jpg
