action_swap_path,frame_num,label_A,label_B,predicted_label,predicted_score,human_action_rank,human_action_score,background_action_rank,background_action_score,human_top1,human_top5,background_top1,background_top5,background_wins,ranking_gap,score_gap,top10_predictions
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002361_playing accordion_to_catching or throwing baseball_Pl3bGArc5vI_000084_000094_bg_SzWZQDfymmY_000068_000078,50,playing accordion,catching or throwing baseball,surfing water,0.30222487449645996,19,0.009462733753025532,37,0.003118616295978427,False,False,False,False,False,18,-0.006344117457047105,"['surfing water', 'cleaning windows', 'juggling soccer ball', 'dunking basketball', 'flying kite', 'playing trumpet', 'smoking', 'opening bottle', 'driving car', 'eating ice cream']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002365_playing volleyball_to_sword fighting_hkxsxyp036k_000103_000113_bg_SpopMX9XFJA_000453_000463,50,playing volleyball,sword fighting,climbing ladder,0.3014712333679199,13,0.017593273892998695,3,0.09342136979103088,False,False,False,True,True,-10,0.07582809589803219,"['climbing ladder', 'dunking basketball', 'sword fighting', 'hurdling', 'playing basketball', 'skipping rope', 'juggling balls', 'dribbling basketball', 'climbing a rope', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002369_eating cake_to_climbing ladder_2mFclrl0wo8_000044_000054_bg_qWr7plHuEtE_000024_000034,50,eating cake,climbing ladder,cleaning windows,0.3910055458545685,13,0.01385430060327053,2,0.10811232030391693,False,False,False,True,True,-11,0.0942580197006464,"['cleaning windows', 'climbing ladder', 'brushing hair', 'hitting baseball', 'sword fighting', 'juggling balls', 'climbing a rope', 'brushing teeth', 'catching or throwing baseball', 'driving car']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002373_playing volleyball_to_skiing (not slalom or crosscountry)_QV2_9AWFsQI_000058_000068_bg_5AezTDJhlDI_001110_001120,50,playing volleyball,skiing (not slalom or crosscountry),punching person (boxing),0.7631637454032898,2,0.03410644084215164,12,0.008228514343500137,False,True,False,False,False,10,-0.025877926498651505,"['punching person (boxing)', 'playing volleyball', 'sword fighting', 'dunking basketball', 'juggling soccer ball', 'playing basketball', 'hurdling', 'bowling', 'shooting goal (soccer)', 'shooting basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002377_writing_to_golf driving_0ZPQl5QUvo0_000202_000212_bg_1Q-E6UW1XE8_000011_000021,50,writing,golf driving,golf driving,0.8835704326629639,41,2.237431181129068e-05,1,0.8835704326629639,False,False,True,True,True,-40,0.8835480583511526,"['golf driving', 'hitting baseball', 'shooting goal (soccer)', 'flying kite', 'catching or throwing baseball', 'catching or throwing frisbee', 'juggling balls', 'archery', 'juggling soccer ball', 'driving car']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002381_catching or throwing baseball_to_dunking basketball_F7hs_aIqsbk_000024_000034_bg_rmtX8p-42Lg_000005_000015,50,catching or throwing baseball,dunking basketball,dunking basketball,0.5164782404899597,17,0.0006661938386969268,1,0.5164782404899597,False,False,True,True,True,-16,0.5158120466512628,"['dunking basketball', 'climbing ladder', 'dribbling basketball', 'climbing a rope', 'skipping rope', 'shooting basketball', 'playing basketball', 'juggling soccer ball', 'juggling balls', 'hurdling']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002385_writing_to_skipping rope_7zbUPkmMnr4_000127_000137_bg_nO4BFDXVqCg_000007_000017,50,writing,skipping rope,shooting basketball,0.4273695647716522,32,0.0002561582368798554,10,0.008459932170808315,False,False,False,False,True,-22,0.00820377393392846,"['shooting basketball', 'dribbling basketball', 'punching person (boxing)', 'playing basketball', 'dunking basketball', 'juggling balls', 'juggling soccer ball', 'archery', 'bowling', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002389_playing accordion_to_archery_YgXLcOtQcSg_000028_000038_bg_3and4vWkW4s_000011_000021,50,playing accordion,archery,archery,0.9133001565933228,46,4.58139675174607e-06,1,0.9133001565933228,False,False,True,True,True,-45,0.913295575196571,"['archery', 'shooting goal (soccer)', 'juggling balls', 'flying kite', 'catching or throwing frisbee', 'juggling soccer ball', 'skiing slalom', 'opening bottle', 'sword fighting', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002393_skiing (not slalom or crosscountry)_to_canoeing or kayaking_KLq8MLRmDPo_000094_000104_bg_7Y634PdmHfg_000002_000012,50,skiing (not slalom or crosscountry),canoeing or kayaking,canoeing or kayaking,0.8887705206871033,7,0.0029418731573969126,1,0.8887705206871033,False,False,True,True,True,-6,0.8858286475297064,"['canoeing or kayaking', 'surfing water', 'flying kite', 'catching or throwing frisbee', 'juggling balls', 'opening bottle', 'skiing (not slalom or crosscountry)', 'juggling soccer ball', 'skiing slalom', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002397_skiing (not slalom or crosscountry)_to_playing tennis_k1hIvekGoBE_000221_000231_bg_6yj1AlZW5og_000098_000108,50,skiing (not slalom or crosscountry),playing tennis,playing tennis,0.963410496711731,25,4.594637721311301e-05,1,0.963410496711731,False,False,True,True,True,-24,0.9633645503345178,"['playing tennis', 'juggling soccer ball', 'juggling balls', 'skipping rope', 'dribbling basketball', 'catching or throwing frisbee', 'shooting goal (soccer)', 'hitting baseball', 'catching or throwing baseball', 'sweeping floor']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002401_tying tie_to_playing saxophone_Zb4zYWlp7D4_000383_000393_bg_AWuqlrq58PY_000016_000026,50,tying tie,playing saxophone,tying tie,0.9539152979850769,1,0.9539152979850769,21,0.0004724233876913786,True,True,False,False,False,20,-0.9534428745973855,"['tying tie', 'punching person (boxing)', 'smoking', 'juggling balls', 'opening bottle', 'sword fighting', 'eating cake', 'climbing a rope', 'eating ice cream', 'writing']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002405_reading book_to_catching or throwing frisbee_j461TJNd5mY_000045_000055_bg_9EioUfhATcw_000004_000014,50,reading book,catching or throwing frisbee,skipping rope,0.44085821509361267,42,1.107397474697791e-05,7,0.011516624130308628,False,False,False,False,True,-35,0.01150555015556165,"['skipping rope', 'climbing a rope', 'flying kite', 'hurdling', 'juggling soccer ball', 'dribbling basketball', 'catching or throwing frisbee', 'juggling balls', 'shooting goal (soccer)', 'playing tennis']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002409_surfing water_to_eating cake_yF3kyTjZuz4_000000_000010_bg_NhRN8LsNJfc_000064_000074,50,surfing water,eating cake,eating cake,0.4423716068267822,20,0.0037666275165975094,1,0.4423716068267822,False,False,True,True,True,-19,0.4386049793101847,"['eating cake', 'opening bottle', 'smoking', 'climbing a rope', 'eating ice cream', 'shooting goal (soccer)', 'driving car', 'dribbling basketball', 'cleaning windows', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002413_bowling_to_dribbling basketball_bwlizlTA7Uk_000129_000139_bg_wCTJ9bKn_sI_000180_000190,50,bowling,dribbling basketball,juggling soccer ball,0.5560778379440308,15,0.0003654055471997708,3,0.06784765422344208,False,False,False,True,True,-12,0.0674822486762423,"['juggling soccer ball', 'juggling balls', 'dribbling basketball', 'shooting goal (soccer)', 'shooting basketball', 'playing volleyball', 'playing basketball', 'playing tennis', 'skipping rope', 'sweeping floor']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002417_flying kite_to_eating cake_3nvWUCaMHIs_000024_000034_bg_IQb0YDHhT-o_000051_000061,50,flying kite,eating cake,brushing hair,0.5319420099258423,2,0.07874660938978195,5,0.025786342099308968,False,True,False,True,False,3,-0.052960267290472984,"['brushing hair', 'flying kite', 'reading book', 'bowling', 'eating cake', 'opening bottle', 'surfing water', 'playing saxophone', 'eating ice cream', 'playing trumpet']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002421_hurdling_to_cleaning windows_keFnOl0RleQ_000002_000012_bg_VXqSVV_-XB0_000001_000011,50,hurdling,cleaning windows,cleaning windows,0.5396114587783813,17,0.0001809859968489036,1,0.5396114587783813,False,False,True,True,True,-16,0.5394304727815324,"['cleaning windows', 'climbing ladder', 'climbing a rope', 'dunking basketball', 'juggling balls', 'juggling soccer ball', 'sword fighting', 'flying kite', 'playing basketball', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002425_cleaning windows_to_playing guitar_z6Xahf4nv7U_000129_000139_bg_wmWCtlyvzWM_000113_000123,50,cleaning windows,playing guitar,skiing slalom,0.4018440544605255,2,0.08294229209423065,24,0.0055431947112083435,False,True,False,False,False,22,-0.07739909738302231,"['skiing slalom', 'cleaning windows', 'clean and jerk', 'skiing (not slalom or crosscountry)', 'catching or throwing baseball', 'hitting baseball', 'juggling soccer ball', 'climbing a rope', 'punching person (boxing)', 'shooting goal (soccer)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002429_catching or throwing frisbee_to_skiing slalom_KvgYLMfQh8Q_000012_000022_bg_UK9r7mu9A-s_000483_000493,50,catching or throwing frisbee,skiing slalom,skiing slalom,0.6879026293754578,13,0.00015665900718886405,1,0.6879026293754578,False,False,True,True,True,-12,0.6877459703682689,"['skiing slalom', 'skiing (not slalom or crosscountry)', 'climbing a rope', 'flying kite', 'golf driving', 'skipping rope', 'shooting goal (soccer)', 'hitting baseball', 'hurdling', 'sword fighting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002433_brushing teeth_to_punching person (boxing)_5G-5aOnyDwo_000016_000026_bg_6xJjmvMgRs4_000187_000197,50,brushing teeth,punching person (boxing),brushing teeth,0.49266281723976135,1,0.49266281723976135,20,0.0013839653693139553,True,True,False,False,False,19,-0.4912788518704474,"['brushing teeth', 'eating ice cream', 'smoking', 'eating cake', 'playing accordion', 'brushing hair', 'playing saxophone', 'skipping rope', 'playing violin', 'drinking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002437_driving car_to_shooting basketball_QkLN_QBF1hI_000174_000184_bg_y1dW_hxJ70o_000001_000011,50,driving car,shooting basketball,juggling soccer ball,0.23981380462646484,24,0.0031355952378362417,9,0.018785817548632622,False,False,False,False,True,-15,0.01565022231079638,"['juggling soccer ball', 'climbing a rope', 'climbing ladder', 'dunking basketball', 'juggling balls', 'punching person (boxing)', 'clean and jerk', 'playing basketball', 'shooting basketball', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002441_playing tennis_to_brushing teeth_KUPwOAgtqOo_000004_000014_bg_xCtFp27ilbU_000003_000013,50,playing tennis,brushing teeth,sword fighting,0.24956217408180237,25,0.007510768249630928,32,0.0021998402662575245,False,False,False,False,False,7,-0.0053109279833734035,"['sword fighting', 'juggling soccer ball', 'skipping rope', 'juggling balls', 'climbing a rope', 'shooting goal (soccer)', 'sweeping floor', 'cleaning windows', 'playing volleyball', 'opening bottle']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002445_reading newspaper_to_eating ice cream_0NZewzomYbA_000000_000010_bg_4qY0sJQYohk_000008_000018,50,reading newspaper,eating ice cream,cleaning windows,0.18902535736560822,28,0.009476475417613983,39,0.0038287690840661526,False,False,False,False,False,11,-0.005647706333547831,"['cleaning windows', 'smoking', 'punching person (boxing)', 'hitting baseball', 'tying tie', 'playing saxophone', 'playing piano', 'playing violin', 'playing trumpet', 'shooting basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002449_reading newspaper_to_playing accordion_TUOIarQEnRM_000009_000019_bg_YgXLcOtQcSg_000028_000038,50,reading newspaper,playing accordion,playing piano,0.815994918346405,20,0.001044215401634574,3,0.03446818143129349,False,False,False,True,True,-17,0.033423966029658914,"['playing piano', 'tying tie', 'playing accordion', 'playing violin', 'playing trumpet', 'cleaning windows', 'playing saxophone', 'juggling balls', 'opening bottle', 'climbing ladder']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002453_tying tie_to_juggling soccer ball_mHlVB_CxXGE_000043_000053_bg_t7ACNYMaZIc_000002_000012,50,tying tie,juggling soccer ball,tying tie,0.8348085284233093,1,0.8348085284233093,3,0.029950229451060295,True,True,False,True,False,2,-0.804858298972249,"['tying tie', 'punching person (boxing)', 'juggling soccer ball', 'skipping rope', 'juggling balls', 'climbing a rope', 'dribbling basketball', 'cleaning windows', 'shooting goal (soccer)', 'walking the dog']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002457_shooting goal (soccer)_to_playing trumpet_ezJdtQzJ7qI_000021_000031_bg_iz8en2Dt7vE_000017_000027,50,shooting goal (soccer),playing trumpet,playing violin,0.23299650847911835,16,0.015238801017403603,12,0.02539079822599888,False,False,False,False,True,-4,0.010151997208595276,"['playing violin', 'skiing slalom', 'climbing a rope', 'juggling balls', 'archery', 'juggling soccer ball', 'playing guitar', 'flying kite', 'sword fighting', 'cleaning windows']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002461_juggling balls_to_reading newspaper_JGljiUsqTrI_000142_000152_bg_0LH6n81tyds_000010_000020,50,juggling balls,reading newspaper,cleaning windows,0.30152812600135803,8,0.030993392691016197,2,0.18187794089317322,False,False,False,True,True,-6,0.15088454820215702,"['cleaning windows', 'reading newspaper', 'catching or throwing baseball', 'juggling soccer ball', 'catching or throwing frisbee', 'hitting baseball', 'playing accordion', 'juggling balls', 'climbing ladder', 'playing trumpet']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002465_playing accordion_to_cleaning windows_UBvJD2xjtvY_000000_000010_bg_mMGThQwdsis_000001_000011,50,playing accordion,cleaning windows,cleaning windows,0.9765708446502686,28,0.00018047704361379147,1,0.9765708446502686,False,False,True,True,True,-27,0.9763903676066548,"['cleaning windows', 'punching person (boxing)', 'juggling balls', 'hitting baseball', 'golf driving', 'driving car', 'opening bottle', 'juggling soccer ball', 'playing basketball', 'eating ice cream']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002469_playing volleyball_to_golf driving_TR0gqm6AgBg_000055_000065_bg_c2pnl2kFWDc_000032_000042,50,playing volleyball,golf driving,hitting baseball,0.7058680057525635,26,3.0064657039474696e-05,7,0.0010242974385619164,False,False,False,False,True,-19,0.0009942327815224417,"['hitting baseball', 'catching or throwing baseball', 'hurdling', 'catching or throwing frisbee', 'skiing slalom', 'playing tennis', 'golf driving', 'shooting goal (soccer)', 'clean and jerk', 'dunking basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002473_canoeing or kayaking_to_playing bass guitar_P5mVA36sLAw_000069_000079_bg_0GWr1EV6ZuY_000106_000116,50,canoeing or kayaking,playing bass guitar,playing bass guitar,0.9906041026115417,40,2.2183598957781214e-06,1,0.9906041026115417,False,False,True,True,True,-39,0.990601884251646,"['playing bass guitar', 'playing guitar', 'playing violin', 'writing', 'playing saxophone', 'surfing water', 'playing trumpet', 'reading book', 'playing accordion', 'playing piano']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002477_driving car_to_sweeping floor_-yoInW_REsc_000036_000046_bg_5l-GYT563ak_000007_000017,50,driving car,sweeping floor,surfing water,0.06943273544311523,33,0.008265901356935501,13,0.027673274278640747,False,False,False,False,True,-20,0.019407372921705246,"['surfing water', 'playing violin', 'dribbling basketball', 'hurdling', 'punching person (boxing)', 'playing piano', 'shooting goal (soccer)', 'opening bottle', 'playing guitar', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002481_clean and jerk_to_reading newspaper_D3cbdvK7B9U_000022_000032_bg_mAdH0EhOdPI_000002_000012,50,clean and jerk,reading newspaper,juggling soccer ball,0.6433531045913696,9,0.007374145090579987,38,9.399770351592451e-05,False,False,False,False,False,29,-0.007280147387064062,"['juggling soccer ball', 'juggling balls', 'punching person (boxing)', 'cleaning windows', 'playing volleyball', 'playing basketball', 'skipping rope', 'dribbling basketball', 'clean and jerk', 'shooting goal (soccer)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000002_dunking basketball_to_flying kite_ePkJVG2MnBg_000009_000019_bg_xPYKPbEN6Wc_000104_000114,50,dunking basketball,flying kite,shooting goal (soccer),0.3023400902748108,23,0.0033187675289809704,5,0.05550328269600868,False,False,False,True,True,-18,0.05218451516702771,"['shooting goal (soccer)', 'juggling soccer ball', 'juggling balls', 'catching or throwing frisbee', 'flying kite', 'skipping rope', 'golf driving', 'climbing a rope', 'hitting baseball', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000006_sweeping floor_to_playing guitar_ZmcFe0bj7N0_000031_000041_bg_PWk72vKZQNU_000071_000081,50,sweeping floor,playing guitar,playing guitar,0.8529288172721863,17,0.00010228840983472764,1,0.8529288172721863,False,False,True,True,True,-16,0.8528265288623516,"['playing guitar', 'playing bass guitar', 'playing accordion', 'writing', 'playing violin', 'playing saxophone', 'playing piano', 'playing trumpet', 'opening bottle', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000010_driving car_to_reading book_wS5HGP6HaQk_000021_000031_bg_PsiGCxGW12A_000086_000096,50,driving car,reading book,sword fighting,0.2637733221054077,28,0.003872353583574295,15,0.012181956321001053,False,False,False,False,True,-13,0.008309602737426758,"['sword fighting', 'surfing water', 'playing piano', 'skiing slalom', 'hurdling', 'writing', 'skiing (not slalom or crosscountry)', 'playing violin', 'climbing ladder', 'playing accordion']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000014_bowling_to_eating ice cream_Epp4z1hle48_000033_000043_bg_dxV0ZeVJYAU_000005_000015,50,bowling,eating ice cream,golf driving,0.6133081316947937,13,0.0007952408050186932,45,2.5536168323014863e-05,False,False,False,False,False,32,-0.0007697046366956783,"['golf driving', 'driving car', 'punching person (boxing)', 'shooting goal (soccer)', 'hitting baseball', 'dribbling basketball', 'juggling soccer ball', 'playing saxophone', 'shooting basketball', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000018_playing trumpet_to_punching person (boxing)_3f9VlqbXH2I_000114_000124_bg_Je5KsM6aUc0_000011_000021,50,playing trumpet,punching person (boxing),opening bottle,0.9510471820831299,6,0.005089981481432915,4,0.00645026471465826,False,False,False,True,True,-2,0.0013602832332253456,"['opening bottle', 'cleaning windows', 'drinking', 'punching person (boxing)', 'juggling balls', 'playing trumpet', 'climbing a rope', 'playing saxophone', 'smoking', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000022_playing basketball_to_climbing ladder_ocJaiKOm55g_000048_000058_bg_YMmESs1QLSM_000005_000015,50,playing basketball,climbing ladder,shooting goal (soccer),0.5091413855552673,10,0.019692063331604004,3,0.08534644544124603,False,False,False,True,True,-7,0.06565438210964203,"['shooting goal (soccer)', 'dunking basketball', 'climbing ladder', 'skiing slalom', 'juggling soccer ball', 'playing volleyball', 'skipping rope', 'shooting basketball', 'dribbling basketball', 'playing basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000026_walking the dog_to_playing bass guitar_-U1xXJB1AHE_000038_000048_bg_gJFNNbxsCN8_000104_000114,50,walking the dog,playing bass guitar,playing saxophone,0.26777058839797974,44,0.0003369299229234457,6,0.07894808053970337,False,False,False,False,True,-38,0.07861115061677992,"['playing saxophone', 'climbing a rope', 'sword fighting', 'playing accordion', 'opening bottle', 'playing bass guitar', 'playing violin', 'cleaning windows', 'playing guitar', 'playing piano']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000030_canoeing or kayaking_to_reading book_YLuft2I6YYc_000092_000102_bg_taZtEzvkg3M_000002_000012,50,canoeing or kayaking,reading book,reading book,0.37398114800453186,49,0.00044339094893075526,1,0.37398114800453186,False,False,True,True,True,-48,0.3735377570556011,"['reading book', 'playing accordion', 'reading newspaper', 'writing', 'playing saxophone', 'playing bass guitar', 'playing piano', 'playing guitar', 'hurdling', 'playing tennis']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000034_playing accordion_to_canoeing or kayaking_nrF8FOuvACg_000127_000137_bg_FqCVQSDxOSs_000773_000783,50,playing accordion,canoeing or kayaking,canoeing or kayaking,0.26042628288269043,21,0.00590111780911684,1,0.26042628288269043,False,False,True,True,True,-20,0.2545251650735736,"['canoeing or kayaking', 'surfing water', 'opening bottle', 'catching or throwing baseball', 'climbing a rope', 'hitting baseball', 'skiing slalom', 'archery', 'playing bass guitar', 'sword fighting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000038_juggling soccer ball_to_driving car_xYnCc5a3nkM_000077_000087_bg_9c8Mi1WYwOs_000116_000126,50,juggling soccer ball,driving car,juggling soccer ball,0.7019007205963135,1,0.7019007205963135,3,0.04142503812909126,True,True,False,True,False,2,-0.6604756824672222,"['juggling soccer ball', 'cleaning windows', 'driving car', 'climbing ladder', 'opening bottle', 'juggling balls', 'golf driving', 'shooting goal (soccer)', 'dribbling basketball', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000042_playing bass guitar_to_sword fighting_pfWmvoFOjxk_000148_000158_bg_UCa9gsGh-gI_000003_000013,50,playing bass guitar,sword fighting,climbing a rope,0.15263761579990387,38,0.0026719614397734404,14,0.019310103729367256,False,False,False,False,True,-24,0.016638142289593816,"['climbing a rope', 'juggling soccer ball', 'cleaning windows', 'juggling balls', 'punching person (boxing)', 'opening bottle', 'golf driving', 'surfing water', 'walking the dog', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000046_clean and jerk_to_cleaning windows_XPaLzlrN-4o_000004_000014_bg_g_pXkgt618M_000068_000078,50,clean and jerk,cleaning windows,climbing ladder,0.6084345579147339,4,0.04085582494735718,8,0.012904300354421139,False,True,False,False,False,4,-0.02795152459293604,"['climbing ladder', 'climbing a rope', 'skipping rope', 'clean and jerk', 'skiing slalom', 'skiing (not slalom or crosscountry)', 'juggling balls', 'cleaning windows', 'deadlifting', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000050_sword fighting_to_writing_wC3IpGS5o5U_000017_000027_bg_OrWjyz2bFJQ_000064_000074,50,sword fighting,writing,reading book,0.3656757175922394,34,0.002438168041408062,2,0.08796897530555725,False,False,False,True,True,-32,0.08553080726414919,"['reading book', 'writing', 'opening bottle', 'climbing ladder', 'hurdling', 'dunking basketball', 'dribbling basketball', 'flying kite', 'juggling soccer ball', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000054_skiing slalom_to_clean and jerk__YZiOJn1mYg_000010_000020_bg_cS3_7_XY4RU_000005_000015,50,skiing slalom,clean and jerk,clean and jerk,0.25426432490348816,12,0.007024193182587624,1,0.25426432490348816,False,False,True,True,True,-11,0.24724013172090054,"['clean and jerk', 'bowling', 'hurdling', 'deadlifting', 'archery', 'sweeping floor', 'sword fighting', 'skipping rope', 'playing tennis', 'shooting basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000058_hitting baseball_to_skiing slalom_mTP2kap9cIw_000056_000066_bg_nK3b9DTxP5w_000366_000376,50,hitting baseball,skiing slalom,catching or throwing baseball,0.24064545333385468,8,0.03393196314573288,3,0.10796336829662323,False,False,False,True,True,-5,0.07403140515089035,"['catching or throwing baseball', 'flying kite', 'skiing slalom', 'cleaning windows', 'hurdling', 'climbing a rope', 'catching or throwing frisbee', 'hitting baseball', 'sword fighting', 'climbing ladder']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000062_playing basketball_to_catching or throwing baseball_3mIvIgAlniY_000001_000011_bg_SzWZQDfymmY_000068_000078,50,playing basketball,catching or throwing baseball,hurdling,0.2804880142211914,9,0.026250025257468224,19,0.011352594941854477,False,False,False,False,False,10,-0.014897430315613747,"['hurdling', 'dunking basketball', 'flying kite', 'shooting goal (soccer)', 'dribbling basketball', 'surfing water', 'juggling soccer ball', 'climbing a rope', 'playing basketball', 'skiing slalom']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000066_playing saxophone_to_juggling balls_P4w8Ef14Mis_000017_000027_bg_hWn5R3BQBys_000020_000030,50,playing saxophone,juggling balls,juggling soccer ball,0.3258780837059021,9,0.025449879467487335,2,0.13835547864437103,False,False,False,True,True,-7,0.1129055991768837,"['juggling soccer ball', 'juggling balls', 'tying tie', 'cleaning windows', 'eating ice cream', 'playing trumpet', 'smoking', 'punching person (boxing)', 'playing saxophone', 'hitting baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000070_shooting goal (soccer)_to_driving car_vPUFfffOxRM_000000_000010_bg_p6vr6WVh2Ss_000036_000046,50,shooting goal (soccer),driving car,driving car,0.27280882000923157,14,0.016600074246525764,1,0.27280882000923157,False,False,True,True,True,-13,0.2562087457627058,"['driving car', 'juggling soccer ball', 'punching person (boxing)', 'dribbling basketball', 'cleaning windows', 'dunking basketball', 'playing basketball', 'sword fighting', 'opening bottle', 'golf driving']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000074_flying kite_to_playing basketball_XIkSWOfhvwE_000001_000011_bg__tLX2urc6I8_000013_000023,50,flying kite,playing basketball,dunking basketball,0.4463109076023102,13,0.000714015681296587,3,0.09660732746124268,False,False,False,True,True,-10,0.09589331177994609,"['dunking basketball', 'shooting basketball', 'playing basketball', 'dribbling basketball', 'hurdling', 'playing volleyball', 'catching or throwing frisbee', 'juggling balls', 'shooting goal (soccer)', 'climbing ladder']"
